Type,FMQ,P,Ti,Y,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,Ce_div_Ce_asterisk,Eu_div_Eu_asterisk,Th_div_U,U_div_Yb
0,1.39,,30.8,1048,5.28,0.07,32.05,0.16,1.64,3.85,1.57,27.02,6.94,51.75,39,254,41.7,304.9,64.74,23603.55,0.72,,167.1,92.42,309.69,0.15,1.81,0.3
0,0.87,,43.33,2282,5.65,0.15,40.65,0.42,4.41,8.84,3.93,63.74,13.88,121.7,107.1,617.2,82.66,530.2,118,22873.44,0.87,,490,190.8,160.55,0.17,2.57,0.36
0,1.03,,37.79,2671,3.9,1.01,49.34,0.91,7.14,10.9,2.67,85.64,16.22,130.8,86.74,599.3,97.1,571.4,106.9,17332.73,1.03,,724.9,268.4,51.63,0.09,2.7,0.47
0,0.53,,32.06,2205,6.01,0.14,36.08,0.51,8.05,26.04,5.14,64.76,13.98,326.1,181.6,720.1,77.45,792.3,267,16915.52,0.51,,748.8,301.2,134.51,0.13,2.49,0.38
0,1.35,,12.57,1140,2.42,0.02,21.84,0.17,2.65,5.07,2.01,24.66,8.28,103.6,39.98,210.4,44.13,428.3,76.7,9331.18,0.5,,129.9,109,372.95,0.18,1.19,0.25
0,2.16,,9.88,1167,5.54,0.36,39.56,0.13,1.19,3.35,0.99,21.38,6.82,91.24,40.17,195.2,43.39,452.5,84.32,9710.23,1.26,,186.2,179.5,183.52,0.12,1.04,0.4
0,-0.39,,27.36,1258,3.06,1.32,25.8,1.08,13.98,9.1,0.84,37.73,11.76,121.1,34.77,221,39.29,464.3,48.8,6701.59,1.03,,510.8,522.2,21.63,0.05,0.98,1.12
0,-1.6,,34.71,1639,3.31,0.11,13.61,0.64,7.38,11.86,0.68,49.63,13.02,155,57.39,238.6,48.63,467.6,84.1,7926.93,1.09,,535.7,459.1,50.42,0.03,1.17,0.98
0,-1.04,,24.06,1357,3.56,0.18,17.77,0.75,8.91,16.02,0.53,47.37,14.44,163.1,53.98,280.5,49.92,489,98.8,9765.35,1.3,,673.3,597.7,48.2,0.02,1.13,1.22
0,-1.57,,18.08,1441,3.67,0.02,12.19,0.24,6.24,10.06,0.55,39.96,14.44,138.6,50.1,194.5,44.18,511.4,60.16,7998.16,1,,432.2,682.8,196.8,0.03,0.63,1.34
0,-1.18,,29.68,1658,4.65,0.25,17.68,0.68,9.49,16.9,0.8,45.64,12.59,138.2,59.74,270.7,46.8,421.1,91.7,10392.01,1.06,,627,559.4,43.36,0.03,1.12,1.33
0,-0.77,,3.4,537.6,1.6,0.01,4.2,0.16,1.64,2.99,1.33,10.94,4.03,50.07,19.75,93.88,22.59,283.3,53.75,7547.88,0.2,,135.1,172.4,122.01,0.23,0.78,0.61
0,-1.29,,2.96,623.3,1.52,0.02,3.29,0.07,2.12,2.38,1.27,11.53,3.58,49.41,18.88,97.71,22.74,268.8,49.65,7508.87,0.28,,170.6,219.7,78.47,0.24,0.78,0.82
0,0.1,,5.13,831.8,2.01,0.03,9.86,0.09,1.07,2.06,1.23,11.24,3.98,54.19,20.89,123.8,36.58,444.1,102,5048.88,0.4,,183.7,231.5,202.8,0.26,0.79,0.52
0,-1.02,,5.5,1038,2,0,5.76,0.13,2.36,5.19,2.2,23.6,7.95,116,39.17,165.5,38.86,402.2,86.36,7929.47,0.37,,271.2,265.5,236.66,0.2,1.02,0.66
0,-2.17,,4.81,275.1,1.37,0.01,2.16,0.04,0.22,1.18,0.53,5.26,2.11,34.54,11.58,48.22,11.69,147.5,34.57,8479.81,0.22,,67.85,160.1,118.28,0.21,0.42,1.09
0,1.29,,6.53,540.3,2.76,0.23,20.71,0.07,0.92,1.23,0.53,9.11,3.18,39.01,16.38,93.86,21.76,249.4,46.14,10190.19,0.9,,159.7,203.9,160.29,0.16,0.78,0.82
0,1.17,,5.15,787.4,3.03,0.3,21.27,0.15,1.16,1.7,0.57,14.66,4.82,54.68,20.45,111.2,30.61,348.8,50.73,10003.63,1.44,,233.2,312.1,100.33,0.11,0.75,0.89
0,1.29,,8.19,1167,2.58,0.43,32.92,0.28,3.4,3.93,1.53,27.54,8.31,101.9,33.88,180.5,46.6,501.2,85.59,8918.22,1.15,,378.8,407.3,95.07,0.15,0.93,0.81
0,-0.16,,3.91,2218,5.86,0.04,17.32,0.09,1.99,6.97,0.43,35.18,16.88,241.9,78.03,339.3,86.71,1079,141.6,8146.55,1.83,,358.5,1260,282.28,0.03,0.28,1.17
0,0.53,,8.74,1678,4.04,0.96,21.71,0.34,3.46,6.13,1.51,31.14,12.02,177.1,68.85,290.7,61.22,829.3,142.5,8886.84,0.9,,219.1,401.5,38,0.11,0.55,0.48
0,0.51,,4.43,1858,9.82,0.11,19.55,0.09,1.01,2.92,0.51,26.18,10.11,169.3,77.49,366.7,71.8,568.5,136.2,10696.43,2.49,,300.9,653.1,201.91,0.06,0.46,1.15
0,0.89,,3.91,1650,7.88,0.12,20.64,0.08,1.2,4.36,0.75,26.33,11.17,169.6,66.81,255.5,57.33,619.3,110.8,9845.91,1.58,,228,537.6,216.11,0.07,0.42,0.87
0,0.2,,6.45,1151,2.47,0.09,10,0.12,2.5,5.45,1.39,23.61,7.74,117.7,44.05,211.2,38.9,483.2,85.78,10492.07,0.35,,121.6,168.6,94.38,0.12,0.72,0.35
0,2.01,,8.69,1547,5.64,0.59,43.96,0.29,2.93,3.96,0.94,24.43,8.64,112.3,39.89,203.7,51.92,535.9,85.49,7868.42,1.96,,277.4,301.8,107.25,0.1,0.92,0.56
0,0.6,,5.88,704.3,2.82,0.33,15.33,0.14,0.44,1.05,0.64,7.91,3.17,35.89,17.47,119.8,32.08,359.2,73.37,8839.35,0.36,,181.3,274.8,70.73,0.22,0.66,0.77
0,1.43,,8.44,860.7,4.14,1.21,24.51,0.31,2.81,3.2,0.65,13.8,6.12,86.64,30.09,134.4,33.01,445.6,76.85,7592.82,1.41,,120.3,187.3,40.12,0.1,0.64,0.42
0,1.7,,15.65,2128,3.89,0.57,39.19,0.41,6.93,13,3.95,64.87,18.36,236,92.52,390.3,71.32,715.3,128.7,9060.68,0.76,,363.5,189.6,80.74,0.14,1.92,0.27
0,0.08,,21.29,3245,3.84,0.04,23.33,0.52,8.57,19.66,2.61,109.2,25.27,274.2,108.3,545.1,91.37,679.7,92.02,9222.64,0.51,,352.2,319.5,154.15,0.06,1.1,0.47
0,-0.2,,18.87,2003,2.36,0.03,13.38,0.29,5.62,12.27,1.83,61.98,15.92,201.1,70.32,343.5,54.68,484.6,75.99,9433.79,0.47,,188.4,163.4,145.8,0.07,1.15,0.34
0,0.48,,20.14,5203,4.38,0.11,41.3,0.66,8.84,20.43,2.64,157.3,36.46,424.4,166.2,883.8,145.7,1024,156.1,10793.1,0.8,,982.1,663.5,154.2,0.05,1.48,0.65
0,0.16,,25.34,3899,3.78,0.08,25.54,0.69,11.71,27.21,4.33,126.7,32.25,329.8,124.6,531.1,94.33,744.5,107.6,8839.35,0.66,,365.3,292.5,108.27,0.07,1.25,0.39
0,0.05,,16.66,3762,3.48,0.11,19.87,0.58,9.19,19.98,2.4,101.6,28.65,382.6,144.4,531.9,87.04,729.9,139.4,9939.19,0.72,,337.1,307.7,78.9,0.05,1.1,0.42
0,1.89,,6.88,911.5,3.17,0.26,30.4,0.36,1.49,1.91,0.56,14,3.94,43.85,20.61,200.4,41.67,345.1,52.16,11200.98,1.22,,221.9,208.9,98.3,0.11,1.06,0.61
0,0.79,,14.61,1621,2.45,0.27,21.4,0.51,5.26,5.6,2.46,39.15,10.45,103,55.1,308.6,62.78,482.8,87.6,13758.49,0.43,,221.2,172,57.52,0.17,1.29,0.36
0,1.74,,7.68,2546,8.23,0.13,44.72,0.16,2.52,6.09,2,40.19,17,238.8,89.23,411.1,95.29,1041,187,9060.68,1.98,,390.3,478.2,306.39,0.13,0.82,0.46
0,1.11,,12.68,1731,3.2,0.02,23.7,0.11,2.08,4.07,2.17,28.62,10.36,120.2,46.73,261.1,62.36,624.7,107.8,7379.98,0.62,,198.2,168.2,513.56,0.2,1.18,0.27
0,0.95,,6.71,3326,8,0.08,31.49,0.13,1.92,7.07,2.43,52.11,20.83,282.6,109.9,533.8,122.6,1366,247.8,10942.35,2.11,,406.5,673.4,315.5,0.13,0.6,0.49
0,1.37,,6.72,1914,5,0.06,26.89,0.13,1.62,3.89,1.58,25.68,9.69,126.4,49.06,266.1,64.04,666.4,111,7988.83,1.35,,162.9,302.1,311.72,0.16,0.54,0.45
0,-1.31,,5.07,798.7,10.22,0.06,11.27,0.08,0.43,1.7,0.29,12.51,4.49,64.03,24,127.2,30.02,298.6,41.72,11463.86,3.25,,255.9,1553,164.33,0.06,0.16,5.2
0,2.01,,2.82,1593,11.57,0.14,66.85,0.22,3.07,6.15,1.65,31.79,9.09,103.5,42.18,231.3,53.81,553.3,94.33,11124.66,2.33,,1088,2146,386.71,0.12,0.51,3.88
0,1.16,,3.42,1266,11.35,0.18,48.37,0.23,1.17,3.15,0.74,19.93,6.23,75.06,29.05,167.1,47.34,521.6,88.77,9633.91,3.81,,685.8,2454,237.75,0.09,0.28,4.7
0,1.07,,7.16,548,2.86,0.68,28.42,0.28,2.16,2.67,1.07,12.93,3.78,43.7,15.94,79.89,18.34,206.2,36.64,9333.73,0.75,,281.5,451.2,64.75,0.18,0.62,2.19
0,1.19,,5,554.2,2.56,0.04,22.94,0.1,1.23,3.14,0.83,13.04,3.83,41.6,15.74,83.82,18.59,200.1,37.73,9538.09,0.53,,238.1,365.6,347.36,0.13,0.65,1.83
0,1.07,,3.58,960.1,4.59,0.13,29.51,0.11,1.14,2.3,0.97,15.09,5.32,65.35,28.9,157.4,40.54,450.1,87.29,12681.56,1.13,,481.3,977.1,251.48,0.16,0.49,2.17
0,1.78,,3.62,524.5,3.44,0.07,59.54,0.11,1.9,4.22,1.02,18.2,5.07,58.81,20.07,89,19.36,226.3,43.97,12159.2,0.98,,1392,1730,692.59,0.12,0.8,7.64
0,0.62,,2.52,878.7,2.71,0.26,26.38,0.08,0.96,1.99,1.14,12.56,4.65,61.8,26.58,153.9,41.79,524.2,120.3,12490.76,0.48,,527.8,1864,182.38,0.23,0.28,3.56
0,0.7,,3.2,270.4,1.94,0.08,20.76,0.01,0.69,1.65,0.64,6.25,2,26.62,11.6,56.22,12.64,157.9,39.94,12811.3,0.41,,222.4,829.3,685.29,0.2,0.27,5.25
0,1.24,,2.17,569.7,2.27,0.08,33.65,0.04,0.64,1.28,0.58,9.1,3.21,32.75,13.19,76.59,28.2,315,60.08,10964.39,0.59,,501.6,1712,560.85,0.17,0.29,5.43
0,1.8,,1.66,495.3,2.37,0.08,25.57,0.06,0.98,1.94,0.96,9.69,3.39,34.43,14.22,56.7,17.12,197.6,40.1,10857.55,0.45,,504.9,684.1,383.48,0.22,0.74,3.46
0,0.97,,1.9,298.6,1.93,0.13,16.87,0.04,0.9,1.66,0.68,5.99,1.86,29.08,11.61,47.53,11.08,171.2,50.69,11540.17,0.32,,324.3,672.9,227.57,0.22,0.48,3.93
0,1.94,,4.91,636.9,3.28,0.49,74.19,0.2,2.62,5.18,1.8,21.91,5.98,62.61,22.92,109.5,22.43,242.6,48.12,12876.59,0.82,,1587,1651,236.28,0.17,0.96,6.81
0,1.33,,3.46,496,2.58,0.11,38.93,0.08,1.52,3.02,1.13,12.45,4,46.59,15.83,76.53,18.73,227.5,49.48,11323.09,0.55,,958.9,1303,420.45,0.18,0.74,5.73
0,-0.04,,3.39,385.5,2.96,0.02,11.88,0.08,1.22,2.75,1.31,11.22,3.58,39.39,12.09,53.51,11.49,137.2,22.32,10459.85,0.69,,334.5,600.4,332.93,0.23,0.56,4.38
0,-0.46,,5.11,1677,4.25,0.02,10.07,0.04,1.1,3.72,2.35,23.74,8.92,125.4,52.8,257.7,53.37,540.5,98.76,11118.73,0.66,,107.3,463.9,324.4,0.25,0.23,0.86
0,0.41,,8.74,1899,4.65,0.03,21.03,0.12,2.17,6.49,4.5,41.99,13.97,160.8,63.41,301.7,59.67,612.3,101.8,10531.08,0.74,,205.7,433.4,340.11,0.27,0.47,0.71
0,0.34,,9.61,598.4,1.67,0.06,11.06,0.08,1.47,3.31,1.74,15.06,4.58,52.22,18.95,85.1,18.58,195.4,39.47,9300.66,0.26,,73,118.8,169.69,0.25,0.61,0.61
0,-0.48,,4.64,319.1,1.78,0.04,4.5,0.03,0.26,1.1,0.65,6.56,1.93,23.95,9.09,50.6,10.91,109.5,21.01,11669.07,0.25,,23.19,104.3,134.95,0.24,0.22,0.95
0,0.38,,15.64,1062,2.3,0.02,16.03,0.14,2.48,4.67,2.97,25.74,7.82,87.58,33.5,167.6,34.93,348.1,66.43,8088.04,0.37,,118.3,146.2,337.4,0.27,0.81,0.42
0,-0.54,,10.27,1217,3.59,0.02,12.69,0.05,1.67,3.65,2.54,28.53,9.17,98.43,33.13,174.6,38.15,382.5,64.16,9570.31,0.68,,124.8,402.3,393.04,0.25,0.31,1.05
0,0.56,,9.15,717.1,2.2,0,14.93,0.12,2.37,4.7,2.49,22.16,6.03,64.42,20.86,104.2,21.66,204.2,35.51,9432.09,0.47,,120.5,175.3,654.31,0.24,0.69,0.86
0,-0.37,,4.96,331.5,1.44,0,5.37,0.03,0.47,1.42,0.85,7.63,2.49,28.54,9.89,47.2,10.91,110.5,21.29,9643.24,0.24,,37.76,123,488.31,0.26,0.31,1.11
0,0.32,,7.34,739.8,1.6,0.01,9.17,0.04,1.43,3.17,2.02,15.66,5.72,65.05,24.07,103.3,22.37,235.8,43.02,7302.81,0.14,,70.55,109.3,366.51,0.29,0.65,0.46
0,1.01,,4.47,1135,3.1,0.03,21.32,0.07,1.63,3.37,1.73,22.33,7.73,83.57,28.88,142,33.25,327,56.68,9885.76,0.71,,147.2,439.7,467.91,0.2,0.33,1.34
0,1.66,,2.7,582.8,1.98,0.03,22.34,0.06,1.47,3.57,1.12,14.71,4.3,55.42,20.51,92.53,19.97,236.9,49.2,10420.84,0.29,,170,376.4,478.87,0.15,0.45,1.59
0,1.81,,4.83,1070,3.37,0.06,43.68,0.1,2.01,4.21,2.11,28.38,8.75,83.26,25.32,109.4,26.15,289.3,43.75,9908.66,0.97,,442.9,671.2,581.12,0.19,0.66,2.32
0,3.03,,4.95,1584,6.35,0.57,120.6,0.3,4.64,9.95,3.87,52.8,15.53,156.4,49.04,225.9,49.42,442.2,64.71,9039.48,1.27,,1392,1237,291.56,0.17,1.13,2.8
0,0.82,,2.84,368.9,1.7,0.06,18.56,0.07,1.31,1.92,0.66,6.54,2.49,32.18,9.92,49.07,13.58,203.7,39.72,8378.9,0.29,,284.9,644.5,301.34,0.19,0.44,3.16
0,1.99,,2.8,592.2,2.42,0.39,40.8,0.25,1.43,1.96,0.64,11.09,3.35,32.44,12.08,81.39,23.6,236.3,38.46,10063.84,0.64,,746.5,827,132.61,0.14,0.9,3.5
0,1.75,,3.99,327.3,2.78,0.17,43.16,0.11,1.07,2.52,0.97,10.49,2.51,31.41,12.61,57.87,12.32,150.5,33.97,13343.83,0.5,,867,851.8,309.05,0.19,1.02,5.66
0,2.14,,6.35,930.4,4.88,0.1,72.87,0.33,4.59,10.16,2.96,35.31,6.47,84.86,39.84,174,34.82,278.3,67.91,16106.55,1.06,,1802,973.3,403.06,0.16,1.85,3.5
0,1.61,,5.81,419.6,3.75,0.27,45.28,0.1,1.5,3.89,1.23,11.41,3.29,50.51,23.01,82.75,16.52,200.9,55.61,13661.82,0.63,,818.4,763.6,278.45,0.18,1.07,3.8
0,1.76,,4.3,476.7,2.74,0.04,37.41,0.1,0.96,2.05,0.92,11.57,2.29,32.23,14.47,82.53,16.68,196.5,44.22,15300.12,0.38,,631.6,591.5,634.43,0.19,1.07,3.01
0,0.9,,5.65,554.9,1.74,0.04,12.68,0.01,1.03,2.1,1.18,12.26,3.62,38.99,15.17,78.19,18.86,185.1,33.26,9251.47,0.31,,53.22,138.1,618.12,0.23,0.39,0.75
0,0.1,,4.4,694.3,2.35,0.1,12.33,0.07,0.73,2.19,1.38,13.6,4.53,52.05,20.05,105.6,23.04,247.4,50.36,10689.65,0.28,,189.6,424.9,144.18,0.25,0.45,1.72
0,1.26,,3.96,944.2,2.44,0.01,15.7,0.07,1.02,3.61,1.75,19.9,6.51,75.57,28.48,135.4,28.63,278.3,51.21,9337.97,0.33,,92.08,201.2,578.88,0.21,0.46,0.72
0,2.51,,1.79,745.3,2.35,0.05,33.45,0.09,0.76,1.18,1.06,16.27,3.64,29.94,14.07,103.2,25.47,206.4,40.28,13960.31,0.15,,295.5,474.9,491.57,0.24,0.62,2.3
0,2.01,,3.99,1955,3.42,0.01,51.73,0.18,4.73,10.45,4.39,46.37,16.72,166.5,48.48,193.1,54.63,473.3,69.66,7134.06,0.68,,507.6,915.9,1023.16,0.2,0.55,1.94
0,1.9,,6.06,379.71,1.74,0.1,43.17,0.27,4.02,5.73,1.99,18.82,4.51,40.33,12.55,50.02,9.2,83.97,16.16,4369.11,0.66,,642.35,471.48,259.66,0.19,1.36,5.61
0,1.74,,8.84,439.74,2.05,0.04,65.18,0.35,5.5,6.37,2.49,20.54,4.36,40.39,13.18,54.68,11.19,106.55,22.11,4840.21,0.36,,1821.23,889.77,519.53,0.22,2.05,8.35
0,1.72,,19.79,811.26,1.9,0.54,82.34,1.2,15.58,20.12,6.82,48.09,10.27,84.57,25.24,100.57,19.05,166.56,33.58,3977.79,0.48,,1682.52,646.81,102.45,0.22,2.6,3.88
0,1.29,,13.43,441.81,1.7,0.42,60.34,0.4,4.9,5.89,2.03,17.68,4.32,40.76,13.03,55.74,11.62,110.34,23.34,4363.74,0.34,,1598.94,843.12,145.9,0.2,1.9,7.64
0,1.96,,4.81,676.96,1.34,0.16,56.91,0.77,9.45,12.28,4.17,31.86,7.28,64.09,21.05,83.53,17.15,163.83,35.18,5313.16,0.27,,1861.73,969.64,160.74,0.21,1.92,5.92
0,0.99,,13.86,480.48,1.29,0.73,42.7,0.61,7.24,7.89,2.93,22.39,5.03,44.89,14.7,59.68,12.36,113.83,24,4693.36,0.32,,937.62,579.34,63.54,0.22,1.62,5.09
0,1.89,,7.06,488.71,2.28,0.07,69.96,0.33,5.62,7.27,2.56,23.56,5.3,47.82,14.93,60.19,12.51,116.74,24.2,4368.7,0.49,,2015.08,1077.98,473.65,0.2,1.87,9.23
0,3.16,,0.82,580.04,1.94,0.49,56.84,0.21,2.45,3.26,1.52,14.38,4.6,44.43,16.61,76.31,16.97,179.25,42.01,5037.48,0.37,,1536.66,1418.75,175.49,0.22,1.08,7.91
0,1.79,,1.99,336.66,0.73,0.88,27.75,0.17,1.19,1.71,0.95,8.84,2.82,28.12,10.4,47.65,10.27,105.82,24.49,4736.6,0.26,,552.59,678.87,71.86,0.25,0.81,6.42
0,1.09,,6.15,645.69,0.86,0.05,12.14,0.06,0.99,2.5,1.5,13.77,4.52,54.43,20.56,92.61,20.17,196.69,43.68,4987.63,0.25,,49.11,94.37,230.33,0.26,0.52,0.48
0,3.28,,3.9,1618.73,1.74,0.87,92.72,1.36,20.54,28.48,10.47,89.78,20.29,189.5,57.43,220.82,41.77,360.25,73.55,5118.97,0.44,,1070.62,691.65,85.57,0.21,1.55,1.92
0,-1.7,,22.53,1131.06,3.02,0.05,5.77,0.48,6.89,10.26,1.56,45.38,12.23,128.07,42.54,166.97,31.52,273.62,54.73,5356.95,1.29,,62.61,144.65,35.4,0.07,0.43,0.53
0,0.37,,5.48,1050.08,7.88,0.01,25.54,0.06,0.95,3.31,1.53,21.74,7.54,91.55,31.82,143.98,30.5,332.28,49.35,9218.07,2.21,,520.8,1073.65,958.54,0.18,0.49,3.23
0,2.39,,3.42,503.08,1.41,0.04,37.75,0.05,1.17,2.42,0.85,11.08,3.26,40.32,14.34,69.95,16.17,180.44,30.19,9611.4,0.51,,458.88,366.39,884.37,0.16,1.25,2.03
0,2.56,,2.81,654.71,1.97,0.14,43.73,0.07,1.28,2.55,1.08,14.42,4.32,53.78,19.47,94.71,20.95,233.58,39.97,9880.03,0.64,,690.39,490.62,457.94,0.18,1.41,2.1
0,2.2,,4.02,491.76,1.5,0.36,41.02,0.16,1.53,2.53,0.95,10.28,3.08,37.39,13.67,68.45,16.18,201.12,30.75,8544.3,0.43,,540.54,454.17,169.49,0.19,1.19,2.26
0,0.95,53.74,2.7,723.7,1.66,0.01,24.71,0.08,1.62,3.77,1.07,13.96,3.61,46.6,17.86,92.78,26.46,357.4,52.86,15219,0.58,1.82,608,1039,845.62,0.15,0.59,2.91
0,0.95,50.07,2.42,360.5,1.51,0.01,16.32,0.01,0.62,1.25,0.44,6.49,1.76,26.79,10.02,50.66,15.41,199.4,28.87,15611,0.37,1.48,196.7,508.8,1363.84,0.16,0.39,2.55
0,0.09,33.65,3.64,197.7,0.97,0.01,15.54,0.01,0.44,1.05,0.39,3.7,1.19,14.77,5.45,28.48,8.61,113.9,17.3,14661,0.34,3.89,291.4,822.4,1470.03,0.2,0.35,7.22
0,1.83,84.57,10.8,1252,4.12,0.32,82.69,0.25,4.34,9.57,2.58,27.67,8.08,95.44,31.88,150.9,38.26,458.4,56.27,12351,1.15,3.28,1298,1062,290.1,0.16,1.22,2.32
0,0.16,50.77,3.44,427.7,1.59,0.06,18.52,0.03,0.63,1.22,0.42,5.42,1.85,24.52,10.66,61.67,21.1,322,48.46,15355,0.45,1.56,289.1,1139,447.12,0.16,0.25,3.54
0,1.19,48.2,1.8,578.5,1.68,n.d.,25.79,0.11,1.68,2.45,0.87,10.4,2.77,38.21,14.7,79.74,23.12,350,51.91,14996,0.67,58.8,551.6,1287,#VALUE!,0.17,0.43,3.68
0,0.31,133.86,6.16,474.2,1.45,0.77,24.07,0.23,1.75,2.23,0.76,9.46,2.83,36.46,12.74,65.42,19.81,266.2,37.12,14017,0.4,2.97,336.4,900.1,57.77,0.17,0.37,3.38
0,0.33,50.1,2.49,353.6,1.19,0.01,16.58,0.04,0.39,1.31,0.51,5.96,1.7,21.11,8.56,46.94,14.91,222.1,33.95,14834,0.35,2.02,246.5,1033,683.11,0.18,0.24,4.65
0,0.45,56.64,3.17,441.4,1.64,0.01,20.92,0.01,0.48,1.51,0.54,6.62,1.93,26.69,10.74,63.82,19.92,296.4,41.97,14462,0.56,1.38,293.4,1131,1557.21,0.17,0.26,3.82
0,0.62,32.34,1.48,270.9,1.13,0.03,14.56,0,0.21,0.77,0.46,4.21,1.19,18.73,7.01,40.44,13.46,202.2,30.21,15005,0.24,1.26,187.5,969.1,2975.77,0.26,0.19,4.79
0,1.33,57.76,1.41,637.3,2.05,0.04,23.72,0.07,1.53,2.3,0.76,9.89,2.66,37.06,15.3,85.06,25.83,378.5,51.47,15114,0.59,2.91,459.7,1191,453.28,0.16,0.39,3.15
0,1.44,43.83,1.19,457.7,1.98,0.04,26.05,0.03,0.65,1.36,0.64,6.83,2,27.63,10.63,62.75,18.87,288.1,40.99,14017,0.46,2.92,413.2,1487,743.27,0.21,0.28,5.16
0,1.69,41.5,0.53,316.9,1.27,0.01,16.83,0.04,0.24,0.95,0.35,4.93,1.38,18.77,8.1,43.55,13.88,228.2,32.29,14801,0.31,1.74,231.4,1036,947.74,0.16,0.22,4.54
0,1.38,65.41,1.42,452.2,1.48,0,19.56,0.05,0.7,1.74,0.69,7.65,2.33,32.74,11.7,61,17.16,257,32.79,13603,0.39,1.41,244.7,756.7,4268.34,0.19,0.32,2.94
0,-0.74,246.99,17.85,2379,1.52,0.03,11.04,0.31,4.6,9.12,1.29,42.73,13.12,173.4,59.68,259.7,63.82,695.1,74.68,13787,0.81,2.29,115.5,219.6,115.95,0.07,0.53,0.32
0,1.18,69.01,5.5,495.6,1.98,n.d.,36.22,0.07,1.5,3.66,1.13,12.58,3.24,42.37,14.03,65.13,17.11,221.5,25.44,13264,0.65,1.99,521.9,837.7,#VALUE!,0.17,0.62,3.78
0,1.24,78.53,2.49,579,1.98,0.05,26.15,0.02,0.96,1.86,0.85,9.93,3.13,39.89,14.86,76.22,22.17,308.5,37.73,13051,0.46,1.53,375.8,908.7,809.55,0.2,0.41,2.95
0,0.25,57.73,2.9,453.3,1.69,0.01,18.96,0,0.63,0.91,0.37,6.91,1.81,25.49,10.07,59.57,19.08,281.1,43.84,15105,0.46,112,322.4,1286,3006.12,0.15,0.25,4.57
0,0.72,55.42,2.75,622.9,1.58,0.06,24.41,0.07,1.83,2.8,0.94,10.72,3.17,40.8,15.04,78.02,23.06,332,49.05,15115,0.53,8.94,544,1302,371.95,0.17,0.42,3.92
0,1.5,64.19,1.77,639.5,2.57,0.14,33.64,0.07,0.86,2.4,0.77,9.33,2.75,38.59,15.04,84.13,25.32,373.8,52.11,14136,0.69,1.7,697.4,1563,325.09,0.16,0.45,4.18
0,1.13,72.18,7.68,1479,2.16,0.11,51.48,0.68,10.22,14.9,5.2,46.57,10.21,114.6,35.47,159.7,40.5,512.9,56.29,11410,0.79,3.09,1658,1291,190.79,0.2,1.28,2.52
0,-2.83,99.74,422.24,709.8,1.62,0.07,33.06,0.12,2.25,4.9,1.47,16.71,4.68,55.63,17.75,84.53,24.15,307.1,38.12,12235,0.45,3.33,508.5,929.8,350.31,0.16,0.55,3.03
0,2.09,41.76,0.27,342,1.5,0.01,15.82,0.03,0.49,1.01,0.29,3.8,1.36,18.2,7.62,47.54,15.82,257.4,39.9,15309,0.4,1.23,211.5,1154,1128.99,0.15,0.18,4.48
0,0.44,43.64,2.06,313.2,1.14,0.05,15.13,0.02,0.25,0.91,0.34,3.7,1.17,19.15,7.25,43.77,14.12,220.1,31.61,13893,0.27,1.12,200.2,922.7,550.08,0.18,0.22,4.19
0,0.16,35.89,3.12,326.8,1.38,0.02,16.54,0.01,0.46,0.78,0.47,4.93,1.4,20.39,7.72,41.18,13.9,208.7,29.56,14584,0.55,16.01,219.7,1001,987.05,0.24,0.22,4.8
0,1.05,72.83,3.75,554.5,1.1,0,14.06,0.02,0.56,1.43,0.73,9.36,2.76,37.98,13.99,72.71,20.04,241.8,36.54,12961,0.3,4.51,83.19,217.4,2459.49,0.2,0.38,0.9
0,1.7,54.46,1.9,700.7,0.8,0.02,13.35,0.06,1.94,4.3,1.42,17.34,4.3,52.98,17.1,81.02,21.27,244.2,34.46,13381,0.24,0.46,113.4,182.4,415.89,0.16,0.62,0.75
0,1.3,51.17,3.27,488.1,1.02,0.09,13.95,0.04,0.71,1.7,0.63,7.85,2.5,33.11,12.07,63.87,17.21,215.5,30.74,12593,0.34,0.44,78.66,182.4,225.35,0.17,0.43,0.85
0,1.54,66.61,1.56,357.2,0.63,0.04,8.78,n.d.,0.36,1.26,0.44,5.45,1.82,23.15,9.07,47.6,13.04,164.4,25.39,12139,0.21,n.d.,43.66,114.5,#VALUE!,0.17,0.38,0.7
0,1.34,62.08,4,665.9,1.4,n.d.,17.25,0.04,0.73,2.3,0.65,10.43,2.94,41.58,14.44,80.09,22.04,277.9,39.67,12032,0.42,0.79,99.63,218.1,#VALUE!,0.13,0.46,0.78
0,1.85,69.89,1.03,369.7,0.68,0.03,9.15,0.03,0.6,1.02,0.4,5.86,1.95,25.48,9.24,49.34,13.85,174.3,25.15,12378,0.26,0.43,47.99,132.7,319.38,0.16,0.36,0.76
0,1.41,51.34,3.02,591.4,0.96,0.03,16.66,0.06,1.27,2.72,0.88,11.35,2.94,39.84,14.33,74.61,19.55,248.5,35.41,12070,0.3,0.61,100,248.9,355.38,0.16,0.4,1
0,0.54,68.8,5.71,418.4,0.96,n.d.,10.96,0.02,0.72,1.5,0.6,6.38,2.21,28.33,10.34,53.18,14.15,187.6,26.98,12454,0.3,1.12,55.09,154.8,#VALUE!,0.19,0.36,0.83
