Type,FMQ,P,Ti,Y,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,Ce_div_Ce_asterisk,Eu_div_Eu_asterisk,Th_div_U,U_div_Yb
0,2.43,290.41,9.56,3223,3.14,0.15,48.45,0.46,7.61,15.3,4.6,55.31,15.2,204.3,69.3,324.3,79.87,963.3,103,11019,0.61,8.69,415.9,203.7,182.3,0.16,2.04,0.21
0,2.4,205.58,6.66,2591,10.88,0.03,63.25,0.12,2.11,7.63,2.33,33.99,10.66,158,53.66,257.3,66.82,880,94.14,13484,2.22,28.29,1101,518.3,1088.86,0.14,2.12,0.59
0,1.02,322.7,7.69,4184,4.57,0.12,31.8,0.36,7.58,11.46,3.82,54.13,16.88,233.4,80.72,411.9,100.9,1316,136.9,12662,1.65,1046,292.6,552.8,151.09,0.15,0.53,0.42
0,-0.7,1475.19,4.33,8817,35.13,0.01,20.09,0.04,1.08,9.29,0.91,75.04,33.98,602.5,232.4,1234,325.4,4659,437.3,18919,11.13,6.3,1152,2844,800.91,0.03,0.41,0.61
0,1.22,282.99,12.15,3014,5.11,0.71,34.05,0.28,3.76,6.06,2.69,33.66,11.37,167.2,64.75,324.4,85.73,1094,131.6,11790,1.22,39.79,413.3,319.1,76.01,0.19,1.3,0.29
0,2.33,212.23,10.12,3145,2.34,0.06,41.51,0.42,9.29,13.94,5,55.97,16.77,200,69.03,302.2,77.27,915,98.07,10853,0.77,4.86,357.9,158.4,267.93,0.18,2.26,0.17
0,1.2,239.57,4.76,2098,2.45,0.03,16.93,0.05,1.95,5.18,1.74,23.35,7.36,120.8,43.33,229.4,67.68,902.7,108.9,9994,0.77,9.34,147.7,207.3,423.71,0.16,0.71,0.23
0,-0.01,548.97,3.31,3779,12.76,n.d.,14.7,0.04,0.69,1.86,0.36,18.88,10.13,184.1,71.84,390.9,108,1449,161.8,18664,5.92,2.11,182.3,902.2,#VALUE!,0.06,0.2,0.62
0,1.38,329.69,4.8,2310,3.48,0.08,22.19,0.13,2.57,5.6,1.99,29.7,9.23,138.6,49.15,247.3,65.75,926.6,91.37,14756,1.07,133,183.6,284.1,224.18,0.15,0.65,0.31
0,2.31,183.39,8.97,1505,3.77,0.04,36.66,0.09,2.03,4.73,1.38,23.25,6.91,100.4,36.38,179.2,47.93,560.2,67.16,12461,1.09,3.27,207,142.6,613.45,0.13,1.45,0.25
0,1.57,247.65,5.97,4020,3.13,0.05,26.29,0.29,5.29,10.06,3.81,46.74,15.18,216.3,76.06,371.8,93.62,1183,138.3,9094,0.83,83.8,288.6,257.7,223.45,0.18,1.12,0.22
0,0.87,166.2,11.57,1196,1.81,0.05,15.43,0.11,1.28,2.95,1.26,16.88,5.28,78.32,29.31,138.8,38.8,480,55.89,9980,0.45,1.84,91.25,102.5,210.28,0.18,0.89,0.21
0,2.33,301.76,8.05,4257,14.47,0.03,113.4,0.19,4.49,12.15,3,60.79,19.57,281.8,98.13,472.2,123.3,1558,150.6,12055,2.82,25.34,2267,1495,1448.37,0.11,1.52,0.96
0,2.04,123.95,1.4,1618,5.65,0.05,24.79,0.02,0.79,2.52,0.51,15.51,5.53,90.24,36.11,198.2,55.24,720.4,83.96,13825,2.02,1.46,217.9,575.9,691.97,0.08,0.38,0.8
0,1.85,134.1,2.77,2124,6.35,0.01,34.17,0.02,0.96,3.76,1.05,20.62,8.15,116.4,44.79,227,62.34,767.3,89.24,14257,1.92,2.2,429,685.2,2365.4,0.12,0.63,0.89
0,2.99,149.81,0.33,1557,2.79,n.d.,18.41,0.06,1.01,2.66,0.73,18.07,6.31,89.11,34.99,176.3,49.68,600.9,76.39,14614,1.14,1.78,188.8,455.7,#VALUE!,0.11,0.41,0.76
0,0.81,102.55,4.91,1463,2.62,0.04,18.86,0.02,0.89,3.28,0.79,16.19,5.56,82.19,31.75,166.5,45.94,546.9,71.62,15280,1.17,1.21,206.9,393.1,662.55,0.11,0.53,0.72
0,-0.65,55.79,0.61,4209,0.72,0.01,5.01,0.02,0.27,0.9,0.26,5.33,2.07,31.28,11.62,61.97,16.29,187.7,24.32,2857,0.26,0.39,92.39,1202,547.61,0.12,0.08,6.4
0,0.36,124.11,9.64,1861,2.9,0.06,16.53,0.09,0.94,2.71,1.09,17.74,6.48,99.1,37.68,196.9,55.18,683,82.74,13501,0.85,1.83,170.2,257.5,228.36,0.16,0.66,0.38
0,1.51,167.09,3.63,2070,1.15,n.d.,16.68,0.24,5.23,8.28,3.2,35.02,10.36,136.9,43.96,205.7,54.76,635.3,80.06,10802,0.43,1.83,306.3,185.8,#VALUE!,0.19,1.65,0.29
0,1.68,144.49,4.55,2569,5.11,0.06,31.9,0.05,1.11,3.4,1.1,23.73,8.62,135.6,51.79,268.6,72.22,853.4,112.2,15140,1.55,2.18,331.3,444.9,629.43,0.12,0.74,0.52
0,1.67,151.1,1.79,1856,3.94,0.13,20.09,0.06,1.01,3.29,0.62,20.7,6.96,102.6,39.23,193.2,46.56,521.8,70.68,15629,1.49,1.99,468.1,451.8,236.79,0.07,1.04,0.87
0,3.74,259.87,0.5,3900,5.07,0,43.3,0.08,2.79,7.82,2.43,46.41,15.7,220.3,82.75,426.3,108.9,1327,162.8,14052,1.52,2.85,590.1,695.4,2439.21,0.13,0.85,0.52
0,-1.89,169.32,5.81,219.1,0.96,0.29,4.69,0.07,0.46,0.54,0.11,2.13,0.76,12.28,5.32,30.47,9.9,127.4,22.63,18121,0.5,0.69,35.88,457.8,32.57,0.1,0.08,3.59
0,1.07,221.25,6.3,3759,4.94,0.09,28.43,0.08,1.88,4.83,1.99,35.11,11.75,177.6,70.14,360.5,92.52,1102,140,12768,1.38,1.95,406.5,514.9,330.43,0.15,0.79,0.47
0,1.06,102.38,3.24,1628,4.31,0.25,19.94,0.07,0.97,2.16,0.55,13.51,5.53,85.82,34.71,186.1,54.57,638.9,85.29,15494,1.62,1.55,232.9,497,147.74,0.1,0.47,0.78
0,1.85,151.03,1.18,1610,2.48,0.01,16.91,0.03,0.85,3.49,0.69,16.39,6.67,94.23,36.66,185.1,49.09,567.4,73.93,15343,1.1,1.34,207.6,396.7,1038.68,0.09,0.52,0.7
0,0.22,101.46,4.53,1444,1.84,0.01,12.09,0.06,1.02,2.58,0.94,12.61,4.69,76.69,29.57,153.7,43.19,523.1,72.36,12062,0.75,6.31,192,344.6,600.69,0.17,0.56,0.66
0,0.41,440.53,2.38,4212,11.02,0.17,19.09,0.16,1.35,3.76,0.54,27.58,12.53,214.9,85.9,448.1,122.8,1507,169.4,16444,3.45,2.87,393.7,1315,115.1,0.05,0.3,0.87
0,-0.37,27.58,3.18,84.31,0.58,n.d.,7.66,0.04,0.19,0.36,0.11,1.18,0.47,4.86,2.14,11.28,3.71,54.68,8.22,16167,0.09,1.34,65.83,389.1,#VALUE!,0.17,0.17,7.12
0,0.69,25.86,0.69,158.6,0.71,n.d.,7.81,0.02,0.23,0.35,0.2,2.85,0.68,8.7,3.92,19.96,6.88,110.2,16.01,14397,0.21,1.01,85.3,548.3,#VALUE!,0.2,0.16,4.98
0,-0.31,42.29,7.29,369.7,1.43,0.33,22.68,0.06,0.78,1.22,0.46,6.5,1.44,21.18,7.85,48.73,13.94,200.8,28.12,14748,0.32,1.59,432.5,1382,158.29,0.16,0.31,6.88
0,-0.65,25.22,4.23,227.9,0.78,n.d.,11.05,0.03,0.4,0.57,0.24,2.45,0.75,12.03,4.51,29.21,9.49,153.8,21.09,15712,0.22,10.78,152.2,842.6,#VALUE!,0.21,0.18,5.48
0,1.74,54.11,6.81,1245,1.76,0.09,52.62,0.51,9.25,14.69,4.46,42.73,9.56,102.1,28.15,117.4,29.31,332.8,35.87,11038,0.49,1.64,1038,751,252.02,0.18,1.38,2.26
0,0.94,50.84,4.99,557.7,2.09,0.08,47.05,0.06,1.17,3.15,1.15,12.8,3.54,42.59,13.57,63.86,18.08,243.6,28.23,13633,0.52,2.72,1065,2075,671.86,0.18,0.51,8.52
0,0.66,74.16,3.6,494.7,1.34,0,26.65,0.13,1.02,2.53,0.56,9.99,2.54,30.46,11.16,57.47,16.24,259.2,33.06,14737,0.35,1.49,376.8,1271,1475.33,0.11,0.3,4.9
0,0.66,54,10.51,778.9,0.87,0.04,28.45,0.56,8.73,14.26,4.47,34.49,7.26,74.64,20.03,82.62,19.52,220.4,22.92,10047,0.27,1.44,608.1,494.9,188.53,0.2,1.23,2.25
0,2.97,38.01,0.15,522,1.47,0.02,21.83,0.05,1.63,2.24,0.87,7.93,2.44,32.16,10.79,63.98,19.9,297.2,41.35,15700,0.42,1.09,392.2,1414,682.4,0.21,0.28,4.76
0,0.88,32.55,1.51,353.3,1.48,0.01,20.15,0.03,0.73,1.23,0.55,4.47,1.62,21.42,8.3,46.33,14.69,232.1,31.49,14951,0.43,51.97,328.2,1344,944.65,0.24,0.24,5.79
0,1.23,89.59,4.12,832,1.75,0.48,47.36,0.13,1.65,3.56,1.49,13.28,4,49.41,17.63,88.72,24.52,358.4,44.65,12521,0.41,24.5,1132,1821,187.96,0.22,0.62,5.08
